lead_id,created_date,source,rep,stage,deal_value_inr,days_to_close
1461,2025-09-16,Referral,A. Sharma,Lost,0,
1462,2026-03-15,Organic Search,R. Iyer,Lost,0,
1463,2026-03-01,Organic Search,R. Iyer,Qualified,0,
1464,2026-02-06,Webinar,K. Das,Lost,0,
1465,2025-09-05,Organic Search,K. Das,Contacted,0,
1466,2026-03-04,Organic Search,P. Nair,Converted,55000,30
1467,2026-03-26,Direct,R. Iyer,Converted,15000,36
1468,2025-10-09,Organic Search,K. Das,Demo Scheduled,0,
1469,2025-11-08,Email Campaign,A. Sharma,Qualified,0,
1470,2026-01-23,Organic Search,R. Iyer,Converted,15000,44
1471,2026-02-14,Webinar,A. Sharma,Qualified,0,
1472,2025-12-31,Organic Search,A. Sharma,New,0,
1473,2025-12-21,Webinar,P. Nair,Proposal Sent,0,
1474,2025-09-25,Email Campaign,A. Sharma,Proposal Sent,0,
1475,2026-02-25,Email Campaign,S. Gupta,Proposal Sent,0,
1476,2026-02-23,Direct,K. Das,Contacted,0,
1477,2025-11-20,Organic Search,R. Iyer,Demo Scheduled,0,
1478,2026-03-02,Email Campaign,A. Sharma,Qualified,0,
1479,2026-01-24,Email Campaign,S. Gupta,Lost,0,
1480,2025-12-08,Webinar,R. Iyer,Lost,0,
1481,2025-09-21,Referral,P. Nair,Converted,35000,17
1482,2025-09-20,Paid Social,K. Das,Lost,0,
1483,2026-03-18,Paid Social,P. Nair,Lost,0,
1484,2025-10-29,Paid Social,S. Gupta,Demo Scheduled,0,
1485,2026-02-17,Paid Social,K. Das,Contacted,0,
1486,2025-09-19,Organic Search,R. Iyer,Demo Scheduled,0,
1487,2025-10-10,Webinar,P. Nair,Contacted,0,
1488,2025-11-18,Paid Social,P. Nair,Converted,15000,14
1489,2025-12-20,Paid Social,K. Das,New,0,
1490,2025-09-23,Paid Social,A. Sharma,Lost,0,
1491,2025-12-08,Organic Search,S. Gupta,Contacted,0,
1492,2026-01-22,Email Campaign,R. Iyer,New,0,
1493,2025-12-07,Organic Search,P. Nair,Qualified,0,
1494,2025-09-17,Organic Search,P. Nair,Qualified,0,
1495,2025-09-20,Paid Social,R. Iyer,Lost,0,
1496,2026-02-05,Organic Search,A. Sharma,Converted,15000,28
1497,2025-11-25,Email Campaign,S. Gupta,Lost,0,
1498,2025-11-25,Paid Social,K. Das,Converted,28000,41
1499,2026-02-25,Organic Search,P. Nair,Converted,35000,23
1500,2025-11-14,Webinar,S. Gupta,Lost,0,
1501,2025-11-23,Paid Social,S. Gupta,Proposal Sent,0,
1502,2025-10-22,Referral,K. Das,Converted,42000,4
1503,2026-03-06,Paid Social,R. Iyer,Contacted,0,
1504,2026-02-25,Organic Search,S. Gupta,New,0,
1505,2025-11-17,Organic Search,R. Iyer,Lost,0,
1506,2025-09-19,Paid Social,K. Das,Qualified,0,
1507,2026-01-08,Direct,S. Gupta,Demo Scheduled,0,
1508,2025-12-02,Webinar,K. Das,Lost,0,
1509,2025-09-28,Email Campaign,P. Nair,Demo Scheduled,0,
1510,2026-01-23,Direct,S. Gupta,Lost,0,
1511,2026-03-23,Paid Social,A. Sharma,Converted,22000,35
1512,2026-03-11,Referral,K. Das,Contacted,0,
1513,2025-12-05,Paid Social,K. Das,New,0,
1514,2025-09-07,Paid Social,P. Nair,Proposal Sent,0,
1515,2025-09-30,Email Campaign,R. Iyer,Qualified,0,
1516,2026-03-20,Organic Search,S. Gupta,Contacted,0,
1517,2026-03-04,Webinar,P. Nair,Converted,15000,10
1518,2025-09-06,Email Campaign,A. Sharma,New,0,
1519,2026-03-09,Organic Search,R. Iyer,Qualified,0,
1520,2025-12-19,Direct,R. Iyer,Lost,0,
1521,2025-10-18,Webinar,S. Gupta,Demo Scheduled,0,
1522,2025-10-21,Paid Social,S. Gupta,Demo Scheduled,0,
1523,2025-10-23,Organic Search,A. Sharma,Demo Scheduled,0,
1524,2026-01-16,Organic Search,P. Nair,Converted,15000,19
1525,2026-02-19,Email Campaign,K. Das,Lost,0,
1526,2025-12-09,Referral,K. Das,Converted,28000,32
1527,2026-02-06,Organic Search,P. Nair,Lost,0,
1528,2026-02-20,Organic Search,A. Sharma,Converted,15000,14
1529,2025-12-05,Webinar,K. Das,Qualified,0,
1530,2026-01-26,Paid Social,R. Iyer,Qualified,0,
1531,2026-02-13,Direct,R. Iyer,Qualified,0,
1532,2025-10-06,Organic Search,S. Gupta,Proposal Sent,0,
1533,2025-09-03,Paid Social,R. Iyer,Lost,0,
1534,2026-01-08,Webinar,S. Gupta,Lost,0,
1535,2025-12-23,Paid Social,A. Sharma,Lost,0,
1536,2025-10-27,Paid Social,P. Nair,Contacted,0,
1537,2026-03-19,Paid Social,S. Gupta,New,0,
1538,2025-09-30,Organic Search,K. Das,Lost,0,
1539,2026-03-30,Webinar,S. Gupta,Proposal Sent,0,
1540,2025-09-27,Webinar,R. Iyer,Proposal Sent,0,
1541,2025-12-25,Organic Search,A. Sharma,Proposal Sent,0,
1542,2026-03-18,Email Campaign,R. Iyer,Lost,0,
1543,2025-11-29,Email Campaign,K. Das,New,0,
1544,2025-10-06,Email Campaign,R. Iyer,Lost,0,
1545,2026-01-15,Paid Social,K. Das,Proposal Sent,0,
1546,2025-11-14,Paid Social,P. Nair,Lost,0,
1547,2026-02-21,Email Campaign,R. Iyer,Lost,0,
1548,2025-09-16,Direct,R. Iyer,New,0,
1549,2025-10-08,Webinar,R. Iyer,Lost,0,
1550,2026-01-04,Organic Search,P. Nair,Qualified,0,
1551,2025-09-20,Webinar,A. Sharma,Demo Scheduled,0,
1552,2026-02-25,Direct,P. Nair,Qualified,0,
1553,2026-01-27,Organic Search,A. Sharma,Lost,0,
1554,2026-02-18,Webinar,A. Sharma,Lost,0,
1555,2025-12-19,Email Campaign,S. Gupta,Demo Scheduled,0,
1556,2025-11-26,Referral,R. Iyer,Qualified,0,
1557,2025-11-27,Email Campaign,A. Sharma,Converted,55000,32
1558,2025-09-05,Organic Search,R. Iyer,Contacted,0,
1559,2025-12-19,Organic Search,R. Iyer,Lost,0,
1560,2025-11-10,Organic Search,P. Nair,Converted,28000,45
1561,2026-02-14,Organic Search,S. Gupta,Demo Scheduled,0,
1562,2026-03-13,Organic Search,A. Sharma,New,0,
1563,2026-01-01,Organic Search,K. Das,Converted,55000,31
1564,2025-09-03,Organic Search,P. Nair,Lost,0,
1565,2025-12-18,Webinar,S. Gupta,Converted,35000,8
1566,2026-03-07,Email Campaign,A. Sharma,Proposal Sent,0,
1567,2025-10-06,Paid Social,R. Iyer,Lost,0,
1568,2025-09-18,Referral,A. Sharma,Contacted,0,
1569,2025-11-29,Webinar,R. Iyer,Lost,0,
1570,2025-12-23,Email Campaign,A. Sharma,New,0,
1571,2025-10-02,Referral,S. Gupta,Converted,35000,23
1572,2026-03-22,Organic Search,P. Nair,Contacted,0,
1573,2026-02-01,Referral,K. Das,Converted,55000,4
1574,2026-02-16,Email Campaign,R. Iyer,Lost,0,
1575,2026-03-11,Paid Social,A. Sharma,Lost,0,
1576,2025-11-01,Paid Social,A. Sharma,Demo Scheduled,0,
1577,2025-09-19,Referral,A. Sharma,Lost,0,
1578,2025-10-04,Paid Social,K. Das,Qualified,0,
1579,2025-10-15,Email Campaign,A. Sharma,Converted,15000,3
1580,2025-11-07,Organic Search,A. Sharma,Lost,0,
1581,2025-11-13,Webinar,K. Das,Lost,0,
1582,2025-12-12,Organic Search,K. Das,Contacted,0,
1583,2025-09-22,Paid Social,K. Das,Lost,0,
1584,2025-10-10,Referral,S. Gupta,Demo Scheduled,0,
1585,2026-02-14,Webinar,A. Sharma,Qualified,0,
1586,2025-11-01,Organic Search,A. Sharma,New,0,
1587,2026-02-04,Referral,P. Nair,Demo Scheduled,0,
1588,2025-10-15,Organic Search,R. Iyer,New,0,
1589,2025-11-28,Referral,P. Nair,Converted,22000,20
1590,2026-03-07,Email Campaign,A. Sharma,Qualified,0,
1591,2026-01-13,Organic Search,K. Das,Qualified,0,
1592,2026-01-09,Paid Social,S. Gupta,New,0,
1593,2025-10-11,Organic Search,A. Sharma,Lost,0,
1594,2025-09-30,Organic Search,K. Das,Converted,15000,18
1595,2025-09-12,Paid Social,S. Gupta,New,0,
1596,2025-09-10,Referral,S. Gupta,Converted,22000,29
1597,2026-03-04,Paid Social,A. Sharma,New,0,
1598,2026-02-20,Email Campaign,R. Iyer,Qualified,0,
1599,2025-09-12,Direct,A. Sharma,Lost,0,
1600,2026-03-18,Email Campaign,P. Nair,Converted,35000,3
1601,2025-12-04,Organic Search,K. Das,Lost,0,
1602,2025-11-02,Paid Social,K. Das,Lost,0,
1603,2026-03-18,Organic Search,K. Das,Lost,0,
1604,2025-09-02,Direct,A. Sharma,Converted,28000,43
1605,2026-02-25,Email Campaign,P. Nair,Converted,55000,27
1606,2026-03-08,Webinar,A. Sharma,Converted,22000,29
1607,2026-01-04,Direct,R. Iyer,New,0,
1608,2025-10-30,Email Campaign,K. Das,Proposal Sent,0,
1609,2025-12-27,Direct,A. Sharma,Qualified,0,
1610,2026-02-11,Email Campaign,A. Sharma,New,0,
1611,2026-02-17,Direct,R. Iyer,Proposal Sent,0,
1612,2026-03-25,Paid Social,P. Nair,Contacted,0,
1613,2025-09-20,Direct,R. Iyer,Lost,0,
1614,2025-10-10,Organic Search,S. Gupta,Qualified,0,
1615,2026-01-16,Paid Social,R. Iyer,Qualified,0,
1616,2025-10-01,Organic Search,P. Nair,Lost,0,
1617,2025-09-11,Organic Search,P. Nair,Converted,55000,18
1618,2025-12-01,Paid Social,A. Sharma,Lost,0,
1619,2025-10-15,Organic Search,S. Gupta,Lost,0,
1620,2026-01-19,Organic Search,S. Gupta,Converted,22000,10
1621,2025-09-04,Organic Search,R. Iyer,Converted,35000,26
1622,2026-02-23,Webinar,A. Sharma,Lost,0,
1623,2026-03-28,Organic Search,A. Sharma,Converted,55000,31
1624,2026-03-27,Organic Search,P. Nair,Converted,35000,6
1625,2025-10-14,Direct,S. Gupta,Lost,0,
1626,2025-09-08,Paid Social,S. Gupta,Contacted,0,
1627,2025-10-18,Organic Search,S. Gupta,New,0,
1628,2026-02-06,Referral,P. Nair,Proposal Sent,0,
1629,2026-01-01,Organic Search,P. Nair,Qualified,0,
1630,2026-02-12,Email Campaign,K. Das,Proposal Sent,0,
1631,2026-01-18,Email Campaign,S. Gupta,Lost,0,
1632,2026-01-18,Email Campaign,P. Nair,Lost,0,
1633,2025-12-09,Organic Search,A. Sharma,Contacted,0,
1634,2026-03-27,Email Campaign,A. Sharma,Lost,0,
1635,2025-12-01,Email Campaign,R. Iyer,New,0,
1636,2026-02-16,Organic Search,K. Das,Lost,0,
1637,2025-09-15,Email Campaign,R. Iyer,Lost,0,
1638,2025-12-09,Paid Social,R. Iyer,Qualified,0,
1639,2026-03-26,Webinar,P. Nair,New,0,
1640,2026-02-27,Paid Social,K. Das,Lost,0,
1641,2025-10-19,Email Campaign,S. Gupta,New,0,
1642,2025-09-10,Organic Search,R. Iyer,Contacted,0,
1643,2026-01-01,Organic Search,K. Das,Converted,22000,24
1644,2026-03-03,Organic Search,P. Nair,Converted,22000,40
1645,2026-02-28,Email Campaign,A. Sharma,Lost,0,
1646,2025-09-19,Paid Social,S. Gupta,Lost,0,
1647,2025-11-22,Organic Search,R. Iyer,Lost,0,
1648,2026-02-11,Direct,P. Nair,Converted,42000,42
1649,2026-03-21,Paid Social,K. Das,Lost,0,
